index,SMILES,Reorg_g,Reorg_ex
train_1280,COc1ccc([C@@H]2[C@@H]3C=C[C@@H](C3)[C@@H]2C(=O)O)cc1,0.24181,0.192431
train_1281,Cc1ccc(Oc2cccc(Cl)c2/C=C/C(=O)O)c(Cl)c1,0.697423,0.901678
train_1282,Cc1cc(N(c2cc(C)nc(C)c2)c2ccc3c(c2)C(C)(C)c2cc(C=C4C(=O)c5c(Cl)c(Cl)c(Cl)c(Cl)c5C4=O)oc2-3)cc(C)n1,0.048985,0.047029
train_1283,COc1cc(-c2c(C#N)c(N)nc(C)c2-c2ccccc2)ccc1OCc1ccc(F)cc1,0.397083,0.326238
train_1284,c1csc(CC[C@H]2CCCNC2)c1,0.924333,0.599839
train_1285,COc1ccc2c(c1)CCN2C(=O)N[C@H]1CC[C@H](C(=O)O)CC1,0.167064,0.168939
train_1286,COc1ccccc1-c1noc(-c2csc(CN)n2)n1,0.446845,0.443201
train_1287,COCCC(=O)Nc1nnc([C@H]2CC[C@@H](Cc3ccc(NC(=O)Cc4ccccn4)nn3)C2)s1,0.602669,0.353999
train_1288,Cc1cccc(NC(=O)CCN(c2cccc3cccnc23)S(C)(=O)=O)c1,0.765016,0.767599
train_1289,CC(=O)c1ccc(NS(=O)(=O)c2c3c(cc4c2OCC4)OCC3)cc1,0.937086,0.879185
train_1290,CCc1ccc([C@H]2CNC(C)(C)CCO2)cc1,0.423331,0.729463
train_1291,O=C(O)c1occc1CNCc1ccc(F)cc1F,0.857734,0.8
train_1292,Cc1ccc2[nH]c(=O)c([C@@H](c3nnnn3C3CCCCC3)N3CCN4CCC[C@@H]4C3)cc2c1,0.749971,1.095081
train_1293,N#Cc1ccccc1CSCCNC(=O)CSCc1nc2ccccc2s1,0.405531,0.383882
train_1294,O=C(O)C(=O)c1cccc2c1Sc1cc(Br)ccc1O2,0.719866,0.509562
train_1295,CC(=O)N(C(=O)C(=O)Nc1cc(Cl)ccc1O)c1cccc(N)c1,0.917636,1.276024
train_1296,C#CCOc1c(Br)cc([C@@H]2C(C(=O)OC)=C(N)OC3=C2C(=O)CCC3)cc1OCC,1.120427,0.660587
train_1297,CC[C@@H](C)N(C)C[C@@](N)(C(N)=O)c1ccccc1,0.83137,1.073733
train_1298,CCC(N)(CC)CNC(=O)c1cc(OC)c(OC(F)F)c(OC)c1,0.653578,0.578158
train_1299,C=C[C@H]1C[C@H](/C=C\C(=C\N=C)\C(=N/CNC(/C=N/C)=C/C)NCC)C1,0.675096,0.831639
train_1300,C=Cc1ccc(-c2ccc(/C=C/c3ccc(-c4ccc(OCC)c(F)c4)cc3)c(F)c2F)cc1,0.207715,0.249894
train_1301,Cc1c(C)n(CCN2CCN(C)CC2)c2ccc(Cc3ccc(C(=O)O)cc3)cc12,0.568042,0.624069
train_1302,Cc1cnc(C(C)(C)NCc2cccc(C(=O)O)c2)s1,0.697624,0.836966
train_1303,C=CCN1CCN(c2cccc(S(=O)(=O)C(F)(F)F)c2C#N)CC1,0.741112,0.890941
train_1304,COCCCOCCOc1ccc([C@@H](C)N)cc1Cl,0.921985,0.482479
train_1305,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(OC(C)C)c(CO)c1,0.29103,0.283817
train_1306,COc1ccc(CNC(=S)NNC(=O)c2cc3c(s2)CCCCC3)cc1,0.877445,1.097205
train_1307,COCOc1ccc(Cc2ccc(O)c(C)c2C)cc1C(C)C,0.336733,0.198406
train_1308,CN(C)C(=O)c1cc(N2CCCC2)ccc1N,0.341723,0.431752
train_1309,CCNCc1cnc(N(C)CCc2cccs2)s1,1.043738,0.857073
train_1310,CC(C)C[C@H](C)NCc1ccncc1,0.644678,0.959871
train_1311,CCN(CC)C(=O)c1cc(C(=O)Nc2ccc(Br)c(C)c2)ccn1,1.410971,1.206324
train_1312,Cc1c(C(N)=O)ccc(-c2cnc3c(NCc4ccco4)nccn23)c1C1CC1,0.489971,0.45559
train_1313,Cc1sc(-c2ccc(Cl)cc2)nc1OCCCN(C)C,0.231796,0.234076
train_1314,COC(=O)[C@H]1CCc2c(C(C)(C)C)nnn2CC1,0.960809,0.625606
train_1315,CS(=O)(=O)n1cc(Cl)c2nc(Cl)ncc21,0.462978,0.407154
train_1316,C#CCN1C(=O)N(C(C)=O)[C@@H](c2ccccc2)C(C(C)=O)=C1C,0.560401,0.463889
train_1317,C[C@@H](NCc1cn(CCO)nn1)c1cccs1,0.883599,1.445994
train_1318,CC[C@@H](C)c1cc(OC)c([C@@H]2O[C@H](CO)C[C@H](O)[C@H]2O)cc1Cc1ccc(/C=C/C(C)(C)C(=O)NC(C)(C)C(=O)N2CCN(C)CC2)cc1,0.471739,0.288695
train_1319,COC(=O)c1ccc(NC(=O)c2oc3c(c2C)/C(=N/Nc2ccccc2)CCC3)cc1,0.193455,0.191434
train_1320,Cc1cc(F)c([C@@H](C)N(C)CCC(=O)O)cc1F,0.944268,1.138937
train_1321,CC(C)C[C@H]1NC2(CC2)C(=O)N1C(C1CC1)C1CC1,1.174102,0.759585
train_1322,C[C@@H](N)c1ncsc1C(F)(F)F,0.759206,1.106708
train_1323,CNC(=O)COc1cc(F)ccc1[C@@H](C)O,0.957322,0.471733
train_1324,CCOC(=O)C(C)(C)C(=O)CC,0.796559,0.468506
train_1325,CCONC(=O)N1CC(=O)N(C)C1,0.541273,0.183765
train_1326,CCC[C@@H](Br)Cc1ccc(NC(=O)C(C)C)cc1,0.153848,0.148111
train_1327,N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CO)C(=O)O,0.377524,0.32977
train_1328,COC(=O)Cn1/c(=N/C(=O)[C@@H]2COc3ccccc3O2)sc2cccc(OC)c21,0.784447,0.872369
train_1329,COc1cc2c(cc1OC)[C@H](c1ccccc1)N1CCNC[C@@H]1C2,0.526595,1.153531
train_1330,CCCC[C@@H](C)[C@H](O)/C=C/[C@H]1[C@H](O)C[C@H]2O[C@@H](CCCCC(=O)O)C[C@@H]21,1.438466,1.05065
train_1331,Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1C,0.289964,0.379143
train_1332,Cc1nc(-c2ccncc2)ncc1C(=O)Nc1ncc(C(F)(F)F)cc1Cl,0.749466,0.714272
train_1333,O=C1C(c2ccccc2)=C(N2CCN(c3ccccc3)CC2)C(=O)N1Cc1ccccc1Cl,0.941969,1.357102
train_1334,C[C@@]1(C(=O)O)CCN(C(=O)NCc2ccc(Cl)cc2F)C1,0.410373,0.185233
train_1335,C[C@@]1(CCc2ccc(OC(F)F)cc2)CC(=O)NC1=O,1.329667,0.132332
train_1336,O=C(NC[C@@H](Br)C1CC1)c1cc2c(s1)CCSC2,0.457389,0.362153
train_1337,C/C(=N\O)c1ccc(NC(=O)c2ccc(Cl)cn2)cc1,0.505856,0.530957
train_1338,CN[C@H]1CCC[C@@H](N2CCNCC2)C1,0.564347,0.558107
train_1339,CCOc1cccc(/C=C/C=O)c1,0.486054,0.402515
train_1340,CCc1ccsc1Cn1c([C@@H](C)Cl)nc2c(C)nn(C)c21,0.895478,0.708262
train_1341,Cc1ccccc1CN(C(=O)CCSc1ccccc1)[C@@H](Cc1ccccc1)C(=O)NC1CCCC1,0.381855,0.529887
train_1342,Cc1ccc(CCN2CCC(Nc3ccc4c(c3)CCC(=O)N4)CC2)cc1,0.208604,0.224982
train_1343,CC(C)c1ccc([C@@H](C)NC(=O)c2cn(C)nc2-c2ccc3c(c2)OCCCO3)cc1,0.60233,0.669309
train_1344,CCOc1ccccc1C(=O)CSc1cc(Cl)ccc1Cl,1.401403,0.835496
train_1345,CCOc1ccccc1NC1=C(c2ccc(F)cc2)C(=O)N(CC)C1=O,0.803802,0.933735
train_1346,O=C(CN1CCc2ccccc21)c1coc2ccccc12,0.580404,0.788084
train_1347,C=C(C)COc1c(C=O)cccc1OC,0.386286,0.338663
train_1348,CCCN(Cc1cccs1)C(=O)Nc1ccc(OC)cc1OC,1.272345,1.057315
train_1349,N#Cc1cnn2c1NC(=O)[C@@H](c1ccccc1Cl)C2=O,0.665186,0.569922
train_1350,CC[C@H]1c2ccsc2CCN1C(=O)[C@H](N)c1ccccc1,0.593073,0.575302
train_1351,CCO[C@@H](CN)CCN1C[C@H](C)C[C@@H]1C,0.722656,0.821699
train_1352,O=C(CCc1ccc(F)cc1)N1CCN(C(=O)Cc2ccc(Cl)cc2)CC1,0.82632,0.559977
train_1353,CCN(CC)[C@@H](CNC(=O)c1cc(C)c(C)c(S(=O)(=O)NC)c1)Cc1ccccc1,0.726958,0.90888
train_1354,C[C@@H]1N=C(C(=O)NCC(C)(C)c2ccc3c(c2)OCO3)NN(c2ccccc2)C1=O,0.976233,0.912059
train_1355,C[C@@H](CNC(=O)CN(c1cc(C(F)(F)F)ccc1Cl)S(=O)(=O)c1ccccc1)Cc1cccc2ccccc12,0.27121,0.272691
train_1356,CCO[C@@H](C)[C@@H](NC)c1c(OC)cccc1OC,0.865845,1.114611
train_1357,CC[C@@](CCCOc1ccccc1F)(NC1CC1)C(=O)O,0.453128,0.17401
train_1358,O=C(O)[C@H](Cc1ccccc1)NS(=O)(=O)CCc1cccs1,0.19788,0.145697
train_1359,C/C=C/[C@]1(O)C[C@H]2/C(=C/O)C(=O)O[C@H]2C2=C(C(=O)CCCCC)C(=O)O[C@@]21C,0.571494,0.471975
train_1360,C[C@H]1C[C@@H](O)/C=C/[C@@H](O)[C@@H](O)CC(=O)Cc2c(Cl)c(O)cc(O)c2C(=O)O1,0.459483,1.018574
train_1361,COC(=O)c1c(F)cccc1NC(=O)N1C[C@@H](C(=O)O)[C@H](C(F)(F)F)C1,0.292606,0.249884
train_1362,O=Cc1cccc(C/C=C/O[C@H]2CCCCO2)n1,0.357536,0.252003
train_1363,CCN(CC)S(=O)(=O)c1ccc(C(=O)N(C)Cc2cnn(C)c2)cc1,0.949025,0.958622
train_1364,Cc1ccc(C)c(-c2cc3c(=O)n(CC(=O)Nc4cc(F)ccc4C)ncn3n2)c1,0.909538,0.740471
train_1365,Cc1ccc(C)c2c1Cc1ccncc1-2,0.60964,0.622639
train_1366,Cc1nc(CN2CCCN(CCc3ccccn3)CC2)no1,0.731477,0.971533
train_1367,O=C(NCc1ccccn1)c1cc(Nc2ccc(F)cc2)nc(-c2ccccc2)n1,1.069602,0.815996
train_1368,CCN(C)Cc1cc(C(=O)O)ccc1OC,0.546258,1.437791
train_1369,CCCCCCCc1ccc(-c2ccc3sccc3c2)cc1,0.19698,0.234089
train_1370,CC(C)NCCC[C@@H](C)N1C[C@H](C)O[C@H](C)C1,0.300299,0.402883
train_1371,COC[C@@H]1CC(F)(F)CN1c1ncccc1N,1.270013,0.632801
train_1372,CCN1CCN(c2cc(CNc3cc(N4CCC[C@@H]4CO)ncn3)ccn2)CC1,1.174565,1.150691
train_1373,COc1ccccc1C(=O)N[C@@H](C(=O)N1CC[C@H](c2nccn2C)C1)C(C)C,0.827957,0.985758
train_1374,CCOC(=O)CNc1ccc2c(C(=O)CCc3ccc(C(=N)N)cc3)c(C(=O)c3ccccc3C(=O)OC)n(C)c2c1,0.867514,1.012202
train_1375,CC(C)n1ncc2cc(NC(=O)CN3C(=O)[C@H](C)Oc4ccccc43)cnc21,0.168951,0.167269
train_1376,O=C(c1ccccc1)N1CCN(C(=O)c2ccc(N3CCCC3=O)cc2)CC1,1.253194,1.418465
train_1377,C[C@@]1(NC[C@@H](O)c2ccccc2Cl)CCS(=O)(=O)C1,1.079785,1.252837
train_1378,COc1cccc([C@@H](CNC(=O)c2ccccc2I)N2CCCC2)c1,0.766073,0.926624
train_1379,Cc1nn(CN2CCC[C@@H]2c2cccs2)c(C)c1S(=O)(=O)N1CCC(C)CC1,0.797004,1.176193
train_1380,Cc1nc(-c2ccc(O[C@H]3CCN(C(=O)Nc4cccc(F)c4)C3)cc2)no1,0.713664,0.701538
train_1381,CC(C)CNC(=O)c1cccc(CN2C[C@@H](C(=O)O)C[C@@H](C)C2)c1,0.709341,0.878681
train_1382,CC(C)c1ccc([C@@H](O)CCCC(N)=O)cc1,0.158983,0.148338
train_1383,CNCc1cn(CC(=O)NCc2ccc(C)c(F)c2)nn1,0.821185,1.375927
train_1384,CCn1c(=O)c2c(ncn2Cc2cccc(F)c2)n(-c2cccc(C)c2)c1=O,1.060848,0.568762
train_1385,C[C@@H](c1ccncc1)N1CCC(=O)NC2(CCCC2)C1=O,0.627618,0.51648
train_1386,CCC1=C/C(=C(\C)C=O)CC(C)(C)C1,0.471978,0.396769
train_1387,CNCc1sc(N(C)Cc2ccsc2)nc1C(C)C,1.097666,0.821483
train_1388,O=C(O)c1coc(-c2csc(-c3cnccn3)n2)c1,0.329986,0.320075
train_1389,COc1ccc(CNC(=O)CN2C(=O)c3c(Cl)c(Cl)c(Cl)c(Cl)c3C2=O)cc1OC,0.734671,0.962699
train_1390,CN[C@@H](C)c1cc(F)c(C)cc1N(C)CCOC,0.947164,0.751116
train_1391,NS(=O)(=O)c1ccc(Nc2nccc(-c3ccc(/C=C/CNCCCO)cc3)n2)cc1,0.601762,0.525079
train_1392,NCc1cccc(CN2CCOC[C@@H]2C(N)=O)c1,0.585847,0.885558
train_1393,CCn1ncnc1C[C@@H](C)Cl,1.274905,0.922584
train_1394,Cc1cccc2c1ccn2Cc1cc(F)cc(C#N)c1,0.499573,0.422391
train_1395,CNCCCN(C)C/C1=C(\C)CCCCCC1,1.143328,1.190164
train_1396,O=C(O)N1C[C@@H]2CN(Cc3ccc(F)cc3)C[C@H](C1)N2C(=O)CCl,0.872665,0.900262
train_1397,C[C@@H](C(=O)N1CCCC[C@@H]1[C@@H](C)N)c1cccnc1,0.642012,0.573448
train_1398,Cc1ccc(C(=O)O)cc1N1C(=O)C[C@H](N(C)c2ccccc2)C1=O,1.311025,0.70143
train_1399,CS(=O)(=O)C(F)(F)C(F)(F)CCCCOC(=O)c1ccccc1,1.436838,0.71647
train_1400,CC[C@@H]1CC(=O)C=CN1C(=O)OC,0.440992,0.357086
train_1401,C[C@H](NC(=O)COC(=O)c1ccccc1NS(=O)(=O)c1ccc(F)cc1)C1CC1,0.864748,0.853155
train_1402,CC(C)c1ccc(C=O)c(B2OC(C)(C)C(C)(C)O2)c1,0.428576,0.350191
train_1403,CC(=O)N1CC(=O)N(c2cc(C#N)ccn2)[C@H](C(=O)N(c2cccc(F)c2)[C@H](C(=O)NC2CC(F)(F)C2)c2ccccc2Cl)C1,0.992926,0.923668
train_1404,Cc1nc(CN2CCC(CNC(=O)c3ccnc(C4CC4)n3)CC2)oc1C,0.705851,0.760985
train_1405,COc1ccc(CN2Cc3cc(C(F)(F)F)ccc3C[C@@H]2C(=O)O)cc1,0.574173,0.822937
train_1406,COCc1ccccc1Nc1nc2ccc(N)cc2[nH]1,1.220225,0.680683
train_1407,COc1ccc(Sc2ccc(NC(=O)c3ccc(OC)cc3)cc2C#N)cc1,0.434757,0.986272
train_1408,Cc1cc(B(O)O)ccc1-c1ncon1,0.210597,0.20354
train_1409,CC[C@@H]1[C@H]2CNC[C@H]2CN1C(=O)/C=C/c1ccc(Cl)cc1,1.489067,0.712279
train_1410,COc1cc(C(=O)Nc2ccc(Cl)c(Cl)c2)ccc1OC(F)F,1.286883,1.316317
train_1411,CN(Cc1ccccc1F)C(=O)[C@@H](C(=O)O)C(C)(C)C,0.656274,0.493506
train_1412,O=C(c1cnon1)N1CCN(Cc2ccccc2)CC1,1.086813,0.871918
train_1413,C[C@H]1c2ccsc2CCN1C(=O)NC[C@H]1CCCS1(=O)=O,1.039062,0.521182
train_1414,COC(=O)N(C)c1ccccc1C(=O)OCc1nc(-c2ccc(OC)cc2OC)no1,0.819901,0.608158
train_1415,CCc1ccc(OCC(=O)NCc2cn3c(C)cccc3n2)cc1,0.330902,0.311449
train_1416,O=C(c1ccccc1F)n1c(S(=O)(=O)c2ccc(CNC(=O)C(F)(F)F)cc2)cc2ccccc21,0.876285,1.498615
train_1417,COCc1ccc(C(=O)NC[C@H](O)c2c(Cl)cccc2Cl)cc1OC,0.639302,0.595054
train_1418,C[C@@H](Br)C[C@H]1CCCN1c1ncnc2nc[nH]c12,0.655044,0.544151
train_1419,CCc1nc(C2(NCC(=O)N3CCCC3)CCCC2)no1,1.226763,1.365705
train_1420,CCOC(=O)C1CCN(Cn2ccn(-c3cccc(Cl)c3)c2=S)CC1,0.728992,0.47335
train_1421,Cc1nc2c(c(N3CCC(Cn4nc(-n5cccn5)ccc4=O)CC3)n1)CCC2,0.532484,0.617842
train_1422,CCc1ccc(-c2nc(C)c(C(=O)NCCCN3CCN(C)CC3)s2)cc1,0.773578,0.862983
train_1423,COc1ccc(CN2C(=O)CNC(=O)[C@@H]2C(C)C)cn1,0.90046,0.359357
train_1424,CCCCN1C(=O)[C@@H]2CCCN2C(=O)c2cc(OC)c(OCc3ccccc3)cc21,0.554362,0.347689
train_1425,CC(C)(C)C[C@@H](NC(=O)/C=C/c1ccc(OCC#N)cc1)c1ccc(F)cc1,0.671051,0.60668
train_1426,CC(=O)N[C@@H](C)Cc1ccc(-c2cnc(NCc3ccncc3)nc2)cc1,0.301326,0.327752
train_1427,CCCCOC(=O)c1ccccc1NC(=O)C(=O)NC1CCCC1,0.214714,0.180936
train_1428,CC(C)CNCc1ccccc1O[C@@H](C)[C@@H](C)O,0.776388,1.115328
train_1429,Cn1cc(S(=O)(=O)NC2CCCCC2)c(-c2cccs2)n1,0.375358,0.422311
train_1430,CSc1ccc(CC[C@@H](O)CN)cc1,0.613467,0.356437
train_1431,CCc1ccccc1NC(=O)CN(C)C(=O)Cc1ccccc1OC,1.053893,0.457792
train_1432,Cc1cccc(CNC(=O)C[C@H]2CCCC[C@@H]2N)c1,0.913559,0.718081
train_1433,COC[C@@H](O)CN(C)[C@@H](C)C(=O)c1c[nH]c2ccccc12,0.565608,1.015244
train_1434,CCNc1cc(N2CCN(C(=O)C3=C[C@]4(CC)CCCN5CCc6c(n3c3ccccc63)[C@@H]54)CC2)nc(N2CCOCC2)n1,0.932106,1.268611
train_1435,CC[C@@H](N)Cc1cc(C)nc([C@H]2CCCOC2)n1,0.514474,0.441968
train_1436,COC(=O)[C@@H]1O[C@H]1c1cc(Cl)ccc1OC,0.276281,0.253352
train_1437,Cc1cccn2c(=O)cc(COC(=O)CN3C(=O)N[C@]4(CC[C@H](C)CC4)C3=O)nc12,0.466693,0.434632
train_1438,CS(=O)(=O)c1cc([C@@H](N)CO)ccn1,0.697505,0.94805
train_1439,CC(C)CC1(C(=O)N2CCC[C@@H]2CO)CCCC1,1.02319,0.810781
train_1440,Cc1cccn2c(/C=C(/C#N)c3nnc4n3CCCCC4)cnc12,1.052946,0.520141
train_1441,CCN(CC)S(=O)(=O)NCCOc1ccc(C(F)(F)F)cc1,0.143647,0.143422
train_1442,Cc1cnc(N2CCc3ccc(N)cc3C2)nc1,0.692141,0.690775
train_1443,CC(=O)[C@@H](Cc1ccccc1)NC(=O)CN1CCN(Cc2cccc(Cl)c2)CC1,1.264038,1.418718
train_1444,Cc1ccc(-n2c(=O)c3ccccc3n3c(S[C@@H](C)C(=O)Nc4c(C)cccc4C)nnc23)c(C)c1,0.718409,0.698126
train_1445,COc1cc([C@@H]2C(C(=O)Nc3cccc(C)c3C)=C(C)Nc3nnnn32)ccc1OCc1ccc(Cl)cc1,1.243756,1.360955
train_1446,CN(C)CCN(C(=O)c1cccc(F)c1)c1nc2cc3c(cc2s1)OCO3,1.263021,1.191397
train_1447,CNc1ncc(F)c(-c2ccc(C)cc2C)n1,0.474857,0.382501
train_1448,COc1ccc(C)cc1[C@@H](C#N)C(=O)c1ccn(C)n1,0.914114,0.584549
train_1449,COc1ccc(OC)c(NC(=O)COC(=O)c2ccccc2Cc2nc3ccccc3c(=O)[nH]2)c1,0.984397,0.983467
train_1450,CN(Cc1cnn(-c2ccccc2)c1)C(=O)CCc1ncc(-c2ccccc2)o1,0.273711,0.282436
train_1451,CC(C)c1cc(OCCn2cccn2)c(C(=O)O)s1,0.79378,0.773239
train_1452,NCCn1cc(-c2ccc(Oc3ccccc3)cc2)c2c(N)ncnc21,0.686272,0.480405
train_1453,C/C(=C\[C@@H](C)C(C)C)[C@@H](OC(=O)[C@@H]1CCCCN1C(=O)C(=O)[C@]1(O)O[C@H](C(C)C)CC[C@H]1C)C(C)C,1.22595,1.241233
train_1454,CNC(=O)Cn1nnc([C@@H](Cc2ccc(OC)cc2)NC(=O)Nc2ccc(Cl)cc2)n1,1.418171,1.172236
train_1455,CC(=O)Nc1cccc2c1CCCN2Cc1cccc(C(=O)O)c1,0.642666,0.701034
train_1456,Cc1cccc(N2C(=O)c3oc4ccc(Cl)cc4c(=O)c3[C@H]2c2ccncc2)n1,0.734154,0.609575
train_1457,CCO[C@@H](c1noc([C@H]2CNCCO2)n1)C1CCCCC1,1.287648,1.076697
train_1458,CSc1ccc(CNC(=O)N(Cc2ccccc2)[C@@H](C)C2CC2)cc1,0.22309,0.206745
train_1459,CCCCOc1ccc(/C=N/NC(=O)[C@@H](C)Oc2ccc(C#N)cc2)cc1,0.683902,0.772054
train_1460,COC(=O)CN/C=C(/C)C=O,0.53551,0.422533
train_1461,O=C(NCCc1ccccn1)c1ccc2ccccc2c1O,0.309573,0.256068
train_1462,CC(C)(C)OC(=O)N(Cc1ccccc1)CC1CCCCC1,0.758018,0.620334
train_1463,CN(CCN)[C@H]1CCN(c2ccc(Cl)cc2)C1,0.240757,0.187071
train_1464,NS(=O)(=O)c1ccc(N2CCCC2)nc1,1.197929,0.887427
train_1465,O=C(Cc1ccc2c(c1)CCO2)N1CCO[C@H]2CCCC[C@@H]21,0.180827,0.206896
train_1466,Cc1c(CN2CCC[C@H](C)CC2)cnn1C,1.333955,1.26413
train_1467,CC1(NC(=O)Nc2ccc(F)c(C(=O)O)c2)CCCCC1,0.217532,0.215893
train_1468,O=C(/C=C/c1cc(Br)cs1)Nc1cccc2c1OCO2,0.529205,0.570751
train_1469,CC(=O)N1CCC(Nc2ccc(C)c3ncccc23)CC1,0.367305,0.32352
train_1470,CCc1ccc([C@@H](C)NC(=O)CCc2c[nH]c3ccccc23)cc1,0.365357,0.326279
train_1471,CC[C@H](C)c1ccc(Oc2ccc(N)cc2)c(Cc2cc([C@H](C)CC)ccc2Oc2ccc(N)cc2)c1,1.057268,1.238723
train_1472,CN(C)C(=O)CCCOc1ccc(C#N)cc1N,0.244643,0.227159
train_1473,Cc1cc(-c2ccc([C@@H]3CCc4ccc([C@H](C5CC5)[C@H](C)C(=O)O)cc4O3)cc2CN2CCC(F)(F)C2)c(F)cn1,0.825221,1.141474
train_1474,Cc1ccc(C)c(Oc2ccc(CNC(=O)CCc3ccc4c(c3)OCO4)cn2)c1,0.802243,0.777957
train_1475,N#Cc1ccc(N2CCN(Cc3cn4cc(Cl)ccc4n3)CC2)c(F)c1,0.580811,1.199839
train_1476,Cc1cc(C(=O)N/C(=N\Cc2ccc(F)cc2Cl)Nc2cc(C(F)(F)F)[nH]n2)ccn1,0.991079,0.864806
train_1477,COc1cccc([C@H]2/C(=C(\O)c3cc(C(C)C)c(OC)cc3C)C(=O)C(=O)N2c2cccc(NC(C)=O)c2)c1,0.829496,0.251317
train_1478,CCCNc1nc(N)c2nc(N(C)C)nc(N)c2n1,0.270671,0.354345
train_1479,COc1ccc(NC(=O)c2ccc3nc[nH]c3c2)cc1,1.362303,1.230257
train_1480,Nc1nc(Nc2c(Cl)cccc2Cl)n[nH]c1=O,1.177495,0.869634
train_1481,CCn1cc(OC[C@@H](C(=O)O)c2ccccc2)cn1,1.036812,0.981891
train_1482,O=c1nc(N/N=C/c2ccco2)cn[nH]1,0.697443,0.63219
train_1483,O=C(O)C(=O)CC(=O)N(Cc1ccc(Cl)c(Cl)c1)Cc1ccc2ccccc2c1,0.77377,0.827017
train_1484,COc1ccc(CN2Cc3nc(-c4c(F)cccc4F)nc(Cl)c3C2)c(OC)c1,0.722174,0.943374
train_1485,COc1ccc(/C=C(/C#N)C(N)=O)cc1COc1ccc(Cl)cc1Cl,0.599821,0.543543
train_1486,C[C@H]1CN(c2cc(Cl)nc(SCC(=O)N3C[C@]4(C)C[C@H]3CC(C)(C)C4)n2)CCN1C(=O)c1ccc(Cl)cc1,1.026976,0.107718
train_1487,O=C(Nc1ccc(S(=O)(=O)N2CCCC2)cc1)c1c(-n2cccc2)sc2c1CCSC2,0.980653,1.270866
train_1488,Cn1nc(-c2cccc3ccccc23)ccc1=O,0.328448,0.339488
train_1489,C[C@@H]1CCc2ccccc2N1CCC(=O)NC[C@H]1COCCO1,0.218243,0.204612
train_1490,CS(=O)(=O)c1c(O)coc1C=O,0.606032,0.446392
train_1491,CCOCn1nccc1C(=O)c1cc2c(c(Cl)c1Cl)O[C@@H](C(=O)OCC)O2,0.768853,0.596886
train_1492,O=C(O)c1cn(C2CC2)c2cc(N3CCN(Cn4nc(-c5cccc(O)c5)n(-c5ccc(Cl)cc5Cl)c4=S)CC3)c(F)cc2c1=O,0.562325,0.559637
train_1493,CC[C@H]1CN[C@H](C(C)(C)C)CN1CC(C(C)C)C(C)C,0.517515,0.418276
train_1494,CCCN(CC(F)(F)F)c1cc(C)c(F)cc1C(C)=O,1.09595,0.818493
train_1495,CC(=O)Nc1ccc(N2C(=O)C(O)=C(C(=O)c3cc4ccccc4o3)[C@@H]2c2ccncc2)cc1,0.402687,0.398826
train_1496,C[C@@H](O)CCCNC(=O)CS[C@H]1CCS(=O)(=O)C1,1.202069,0.843164
train_1497,O=C(Nc1nccs1)N1CCCN(Cc2ccccc2)CC1,1.346268,1.382344
train_1498,C[C@@H](Oc1ccccc1)C(=O)OCC(=O)c1ccc2c(c1)OCCO2,0.687945,1.175082
train_1499,CC[C@@H](C(=O)N1CCN(c2ccc(C(=O)NCCCOC(C)C)cn2)CC1)c1ccccc1,1.039846,0.942152
train_1500,CCOC(=O)c1ncsc1NC[C@H]1Cc2ccccc21,0.739963,0.472989
train_1501,N#C[C@@H](Nc1ncccn1)c1ccccc1,0.501731,0.423884
train_1502,CSC(/N=C/N(C)C)=N/N=C(\C)c1ccc(Br)cc1,1.369436,1.28045
train_1503,COc1ccc(OC)c(S(=O)(=O)N2CCC[C@H](Oc3cnccn3)C2)c1,0.955632,0.843492
train_1504,Cc1ccc(CNC(=O)c2cn(CC[C@@H](F)Cn3cc(NC(=O)Cc4cc(OC(F)(F)F)ccc4F)nn3)nn2)cn1,0.853657,0.685151
train_1505,CCN(CC)S(=O)(=O)c1ccc2c(c1)nc(CCC(=O)Nc1c(C)cccc1C)n2CC,1.362661,0.518296
train_1506,O=C(Nc1ccc(C(=O)N2CCCC2)cc1)c1cn(-c2ccccc2)nn1,0.565728,0.606596
train_1507,CCc1nn(CC(F)(F)c2ccccc2)c(CC)c1N,0.861569,0.916165
train_1508,Cc1nc(C)n(C[C@H]2CCCN(C(=O)[C@@H](C)c3ccc4ccccc4c3)C2)n1,0.270725,0.266647
train_1509,CCOc1c(F)ccc([C@H]2NC(=S)NC(=O)[C@@H]2C#N)c1F,0.437981,0.317914
train_1510,Cc1c(C(=O)C(=O)N[C@@H]2C[C@@H](C)CC(C)(C)C2)c2ccccc2n1C,0.161714,0.143443
train_1511,CCC(CC)c1nn(C)c(N)c1-c1cc(Cl)ccc1OC,0.645058,0.575832
train_1512,Cc1ccccc1OC[C@H]1C[C@@H]1C=O,0.678588,0.357923
train_1513,Cc1ccc(Cl)cc1NC(=O)Nc1ccc(OCc2cc(=O)n3cccc(C)c3n2)cc1,0.647259,0.628609
train_1514,CNC(=O)Nc1cccc(NC(=O)c2cccc(C#N)c2)c1,1.338886,0.964945
